page_url,image_url,author,title,annotation
https://www.biblio-globus.ru//product/10973337,https://static1.bgshop.ru/imagehandler.ashx?filename=10973337.jpg&width=400, Мориер Дж.,Похождения Ходжи-Бабы из Исфагана,"Роман «Похождения Хаджи-Бабы из Исфагана» — наиболее известное произведение английского дипломата и писателя Джеймса Джастина Мориера (1780–1849). Главный герой романа, слегка напоминающий Ходжу Насреддина или Тиля Уленшпигеля, беспощадно высмеивает человеческую подлость, ханжество и лживость. Текст в блестящем переводе полиглота Осипа Сенковского позволяет в полной мере насладиться атмосферой восточного мира. Издание украшают рисунки шотландского художника XIX в. Гарольда Миллара и американского живописца Сайруса Болдриджа.Роман «Похождения Хаджи-Бабы из Исфагана» был впервые опубликован в Лондоне в 1824 г. Вместо имени автора в предисловии к книге было напечатано письмо некоего паломника. В нем тот рассказывал о встрече в Турции с персом Хаджи-Бабой, который передал ему свои записки, и попросил опубликовать их перевод в Англии. В начале XIX века литературные мистификации были в моде, и довольно долго публика верила, что автором «Похождений» действительно был некий перс. Казалось невероятным, что европеец мог так тонко и с таким юмором описывать реалии жизни Востока. Лишь позже выяснилось, что автором романа был англичанин Джеймс Джастин Мориер. Он появился на свет в семье дипломата: отец Джеймса был консулом в Константинополе. Будущий писатель сначала пошел по его стопам и стал в 1809 году секретарем посла в Персии. Дослужившись до секретаря посольства, Мориер вскоре вышел в отставку и занялся литературой. Его сатирический роман о похождениях Хаджи-Бабы настолько нелицеприятно описывал реалии жизни Персии, что вызвал «благородное негодование» властей страны. Эта книга в Персии долго находилась под запретом: ее принимали за оригинальное персидское произведение. зато представители передовой персидской общественной мысли воспринимали «Похождения» с восторгом, ведь главный герой романа немного напоминал им Ходжу Насреддина. Он беспощадно высмеивает человеческую подлость, ханжество и лживость. Современные исследователи творчества Мориера полагают, что столь глубоко проникнуть во все тайники персидского быта и психологии без местного помощника Мориеру было трудно. Иранские ученые выяснили, что писатель был знаком с молодым человеком по имени Хаджи-Баба, который несколько лет обучался врачебному делу в Лондоне. Возможно, он помотал отставному дипломату работать над рукописью «Похождений». Однако в том, что именно Мориер является настоящим автором романа, сомневаться не приходится. На это указывает литературный блеск и английский юмор, столь характерный для других произведений этого писателя.Книгу украшают рисунки двух художников. Шотландец Гарольд Миллар (1869-1942) получил образование в Бирмингемской школе искусств. Переехав в Лондон, он занялся иллюстрированием книг, в том числе произведений Киплинга и Стивенсона. Американец Сайрус Болдридж (1889-1977) уже в 10 лет начал посещать Чикагскую школу иллюстрации Франка Холма. Во время Первой мировой войны он стал военным корреспондентом и иллюстратором на полях сражений в Европе. Позже Болдридж много путешествовал по Азии и Африке, постоянно делая множество зарисовок.ХарактеристикиМесто издания:Санкт-ПетербургСерия:Библиотека мировой литературыВысота, см.:25Ширина, см:18Толщина, см:3,5Вес в граммах:1 320Возрастная категория:16+"
https://www.biblio-globus.ru//product/10974908,https://static1.bgshop.ru/imagehandler.ashx?filename=10974908.jpg&width=400, Маркиз де Сад,"Жюстина, или Несчастья добродетели","Романы де Сада считались излишне скандальными и откровенными даже по меркам фривольного XVIII века, и за свои взгляды, идеи и поступки маркиз не раз оказывался за решеткой. Именно сидя в заключении в Бастилии, он написал «Жюстину» — одно из первых своих произведений в принципе и первый роман, который ему позволили опубликовать. Правда, без указания авторства.
После смерти родителей набожная Жюстина была бы счастлива провести всю оставшуюся жизнь в монастыре, но судьба распоряжается иначе. Бедная сирота вынуждена покинуть стены обители и оказывается в самом эпицентре разврата. Все окружающие без стеснений обманывают, грабят, убивают и предаются плотским утехам. Девушка устраивается в служанки к самой распутной женщине во всем Париже, попадает в тюрьму и против своей воли становится членом шайки жестоких головорезов, но все это время старается сохранять добродетель и порядочность. Но сможет ли Жюстина и дальше оставаться благочестивой, если, кажется, само ее выживание зависит от обратного?ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классикаВысота, см.:18Ширина, см:11,7Толщина, см:2,45Вес в граммах:208Возрастная категория:18+"
https://www.biblio-globus.ru//product/10974826,https://static1.bgshop.ru/imagehandler.ashx?filename=10974826.jpg&width=400, Киплинг Р.,Сказки старой Англии,"Увлекательная история Англии, герои эльфийских легенд, древних мифов и исторических событий от Древнего Рима до Наполеона, ожившие под пером великого писателя Редьярда Киплинга, - в книгах «Пак с Волшебных холмов» и «Подарки фей».
Откуда появились феи, почему прячутся от людских глаз эльфы и где скрыты сокровища нормандских рыцарей, поведает читателю эльф Пак в замечательной книге.ХарактеристикиМесто издания:МоскваСерия:Всемирная литератураВысота, см.:20,7Ширина, см:13,5Толщина, см:2,5Вес в граммах:395Возрастная категория:16+"
https://www.biblio-globus.ru//product/10974739,https://static1.bgshop.ru/imagehandler.ashx?filename=10974739.jpg&width=400, Белль Г.,Групповой портрет с дамой,"Книга, после которой Бёлль был удостоен Нобелевской премии.
Книга с интереснейшей композицией – ведь о главной героине мы узнаем только со слов ее знакомых, друзей и врагов. 
Книга на стыке жанров  –  ведь  этот роман скорее напоминает личное дело.

Итак, знакомьтесь: Лени Пфайфер (урожденная Груйтен) –  «самая немецкая девочка в школе», «любительница пения, кино и танцев» и «глупая гусыня». 
Странная женщина с чудаковатыми манерами и привычками, словно специально старающаяся нарушить все общепризнанные правила. Вся жизнь Лени – вызов окружающим, а ее непростая судьба – отражение эпохи военной и послевоенной Германии. Так кто же она на самом деле: грешница или святая, способная творить чудеса?ХарактеристикиМесто издания:МоскваСерия:Библиотека классикиВысота, см.:21Ширина, см:13,5Толщина, см:3Вес в граммах:485Возрастная категория:16+"
https://www.biblio-globus.ru//product/10973584,https://static1.bgshop.ru/imagehandler.ashx?filename=10973584.jpg&width=400, Санд Ж.,Снеговик,"Амандина Аврора Дюпен (1804-1876), известная под псевдонимом Жорж Санд, вошла в историю мировой литературы как один из крупнейших авторов эпохи романтизма. Ее писательским талантом восхищались Виктор Гюго и Оноре де Бальзак. Жорж Санд славилась своим экстравагантным поведением и передовыми взглядами - она носила мужскую одежду и курила трубку, выступала за равенство полов и эмансипацию женщин.
Действие романа ""Снеговик"" разворачивается в Швеции в конце XV11I века. Отважный и благородный бродячий кукольник Христиан Вальдо вступает в противоборство с жестоким, порочным бароном Олаусом Вальдемором по прозвищу Снеговик. В увлекательном сюжете этого классического романа найдется место и для загадочных происшествий, и для любовных интриг.ХарактеристикиМесто издания:МоскваСерия:Карманная классикаВысота, см.:18Ширина, см:11Толщина, см:5Вес в граммах:384"
https://www.biblio-globus.ru//product/10973565,https://static1.bgshop.ru/imagehandler.ashx?filename=10973565.jpg&width=400, Булгаков М.,Собачье сердце,"Михаил Булгаков (1891-1940) неизменно входит в десятку любимых российских авторов. Читателей привлекают его легкий стиль, острая сатира и мистические сюжеты.
Истории, которые поведал нам незаурядный писатель в трех включенных в сборник произведениях, поражают воображение: бродячий пес благодаря золотым рукам хирурга становится человеком; гигантские змеи в одночасье решают пожрать человечество; конторский служащий сталкивается с дьявольщиной и ""съезжает с катушек"". И за всем этим - гениальная и смелая пародия на изъяны в жизни общества в 30-е годы прошлого века.ХарактеристикиМесто издания:МоскваСерия:Карманная классикаВысота, см.:18Ширина, см:11Толщина, см:2Вес в граммах:214"
https://www.biblio-globus.ru//product/10973589,https://static1.bgshop.ru/imagehandler.ashx?filename=10973589.jpg&width=400, Толстой Л.,Чем люди живы,"Лев Николаевич Толстой (1828-1910) в поздние годы своей жизни обнаружил, что простой, ясный рассказ обладает большей художественной силой, чем роман. Правду легче понять, если она не укрывается за сложными образами и не теряется в сюжетных хитросплетениях. Были, притчи, рассказы, представленные в сборнике, написаны как части книг для чтения, адресованных каждому человеку. В них автор обращается к главным темам народной литературы и показывает, чем люди живы, как совесть не потерять, где отыскать праведника, почему любовь и Бог едины.
Иллюстрации к книге выполнены Борисом Аркадьевичем Диодоровым - мастером книжной графики, знаменитым своими работами к русской и зарубежной классике. В художественном цикле отражено глубоко личное прочтение художником толстовских текстов, вдохновение теми простыми истинами, которые изменили жизнь самого писателя.ХарактеристикиМесто издания:МоскваСерия:Слово и образВысота, см.:21Ширина, см:14Толщина, см:2Вес в граммах:562"
https://www.biblio-globus.ru//product/10973582,https://static1.bgshop.ru/imagehandler.ashx?filename=10973582.jpg&width=400, Пастернак Б.,Доктор Живаго,"Борис Леонидович Пастернак (1890-1960) назвал роман ""Доктор Живаго"" своей наиболее значительной и полной работой, где соединились прозаическое и поэтическое начало. Судьбы Юрия и Лары стали выражением взглядов автора на искусство, веру и любовь, жизнь человека в истории. В то же время всеми сторонами сюжета, сложного, печального и подробно разработанного, показана действительность первой половины XX века.
К роману впервые изданы иллюстрации Дианы Кузнецовой, московской художницы и сценографа. Иллюстратор является лауреатом стокгольмского конкурса и участвует в международных выставках Германии, Австрии, Швеции, Италии и России.ХарактеристикиМесто издания:МоскваСерия:Слово и образВысота, см.:21Ширина, см:14Толщина, см:4Вес в граммах:996"
https://www.biblio-globus.ru//product/10973577,https://static1.bgshop.ru/imagehandler.ashx?filename=10973577.jpg&width=400, Замятин Е.,Дракон,"Евгений Иванович Замятин (1884-1937) - один из уникальнейших русских и советских писателей, публицист, сценарист, литературный критик, инженер. В СССР его роман-антиутопия ""Мы"" увидел свет только в 1988 году, по прошествии почти семи десятков лет после написания. А до этого - победное шествие по зарубежным странам и издания на французском, английском и множестве других языков. Теперь и в нашей стране Замятин по праву считается классиком отечественной литературы.
В предлагаемом сборнике - подборка рассказов Евгения Замятина разных лет в жанре неореализма, например, ""Дракон"", созданный в 1918 году. Это - множество метафор, смысл которых раскрывается не сразу. Может показаться, что произведение предназначено для юных читателей, но вдумчивый взрослый откроет для себя истинную задумку автора.ХарактеристикиМесто издания:МоскваСерия:Карманная классикаВысота, см.:18Ширина, см:11Толщина, см:2Вес в граммах:233"
https://www.biblio-globus.ru//product/10973576,https://static1.bgshop.ru/imagehandler.ashx?filename=10973576.jpg&width=400, Лесков Н.,Житие одной бабы,"Николай Семенович Лесков (1831-1895) не принадлежит к когорте самых знаменитых авторов. Однако творчество этого все же поистине великого писателя настолько пронзительно, самобытно и талантливо, что его произведениями можно зачитываться, восхищаясь бойким, подлинно народным языком, открывая все новые грани таинственной русской души.
Мастерски и подкупающе искренне рисует Лесков характеры героинь в трех своих повестях: ""Житие одной бабы"", ""Леди Макбет Мценского уезда"" и ""Воительница"". Каждая из них - и подневольная крестьянка Настя, и страстная купчиха Катерина, и алчная кружевница Домна Платоновна - хочет быть счастливой, но как чудовищно дорого приходится за это платить...ХарактеристикиМесто издания:МоскваСерия:Карманная классикаВысота, см.:18Ширина, см:11Толщина, см:3Вес в граммах:290"
https://www.biblio-globus.ru//product/10973560,https://static1.bgshop.ru/imagehandler.ashx?filename=10973560.jpg&width=400, Достоевский Ф.,Преступление и наказание,"Роман Федора Михайловича Достоевского (1821-1881) ""Преступление и наказание"" стал поворотным в судьбе писателя и русской литературы. В этом произведении сполна проявился творческий принцип автора, названный фантастическим реализмом. За деталями криминальной истории, психологического повествования скрыты идеи о предназначении человека и возможности его исправления, восстановления для новой жизни.
Сложность сюжета и образов романа прочувствовал и воплотил в своих иллюстрациях Юрий Соломонович Гершкович. Ему принадлежит несколько циклов рисунков к текстам Ф.М. Достоевского. ""Преступление и наказание"" иллюстрируют тридцать три образа. Изломанность героев, их страдание, падение в бездну, открытие новых перспектив, петербургский фон действия - все это отражено в потрясающих иллюстрациях, которые сами по себе есть произведение искусства.ХарактеристикиМесто издания:МоскваСерия:Слово и образВысота, см.:21Ширина, см:15Толщина, см:4Вес в граммах:1 004"
https://www.biblio-globus.ru//product/10973212,https://static1.bgshop.ru/imagehandler.ashx?filename=10973212.jpg&width=400, Рыбаков А.Н.,Кортик; Бронзовая птица; Выстрел,"Анатолий Рыбаков (1911–1998), автор известных романов «Дети Арбата» и «Тяжелый песок». Литературную деятельность начал с приключенческих повестей для юношества. «Кортик», «Бронзовая птица» и «Выстрел» — знаменитая трилогия, неслучайно выдержавшая немало переизданий и экранизаций.  Описание захватывающих приключений держат читателя в напряжении до последней страницы. Московские школьники — Мишка Поляков, Генка Петров и их друзья — попадают в череду невероятных историй и решают задачи, непосильные даже взрослым. Тайна старинного офицерского кортика, загадка бронзовой птицы в заброшенной усадьбе, разоблачение банды — все эти приключения собраны под обложкой данной книги.ХарактеристикиМесто издания:МоскваСерия:Эксклюзив: Русская классикаВысота, см.:17,9Ширина, см:11,4Толщина, см:2,7Вес в граммах:334Возрастная категория:12+"
https://www.biblio-globus.ru//product/10967007,https://static1.bgshop.ru/imagehandler.ashx?filename=10967007.jpg&width=400, Чехов А.П.,Человек в футляре. Рассказы и пьесы,"Сборник содержит произведения Антона Павловича Чехова, включённые в обязательную школьную программу старших классов. Среди них пьесы: Чайка», «Дядя Ваня», «Вишнёвый сад», рассказы «Хамелеон», «Крыжовник», «О любви» и другие. Автор тонко показывает внутренний мир персонажей и погружает читателя в ясные, занимательные сюжеты.ХарактеристикиМесто издания:МоскваСерия:Читаем по школьной программеВысота, см.:21,8Ширина, см:14,3Толщина, см:2,2Вес в граммах:487Возрастная категория:6+"
https://www.biblio-globus.ru//product/10972478,https://static1.bgshop.ru/imagehandler.ashx?filename=10972478.jpg&width=400, Уайльд О.,Саломея. Стихотворения. Афоризмы,"В этой книге собраны разножанровые произведения, пожалуй, одного из самых необычных творцов за всю историю литературы — Оскара Уайльда. Эпатажный мыслитель и тонко чувствующий художник, Уайльд смог оставить после себя ряд поэтических и прозаических шедевров. Также в книге опубликована легендарная пьеса Уайльда «Саломея».ХарактеристикиМесто издания:МоскваСерия:Всемирная литератураВысота, см.:20,6Ширина, см:13,2Толщина, см:1,5Вес в граммах:200Возрастная категория:16+"
https://www.biblio-globus.ru//product/10973365,https://static1.bgshop.ru/imagehandler.ashx?filename=10973365.jpg&width=400, Бунин И.,Антоновские яблоки. Жизнь Арсеньева,"И. А. Бунин в истории отечественной литературы занимает особое место. Подлинный мастер слова, первый русский нобелевский лауреат, создатель эталонной, «парчовой» прозы, по точному определению В. В. Набокова. Он оставался в стороне от модных литературных течений: «не торопился жить вровень с эпохой», — сказал Г. Адамович. Обладая удивительным даром чувствовать прекрасное, Бунин отразил в своем творчестве вечную и ускользающую красоту мира, которая порой освещает жизнь таинственным светом. В настоящем издании печатаются рассказы и повести Бунина разных лет, а также роман «Жизнь Арсеньева», написанный в эмиграции. Эти произведения дают ощущение сиюминутного эмоционального переживания в остановившемся времени дореволюционной России, в застывшем великолепии ушедшей эпохи.ХарактеристикиМесто издания:Санкт-ПетербургСерия:Русская литература. Большие книгиВысота, см.:22Ширина, см:15Толщина, см:4,4Вес в граммах:985Возрастная категория:16+"
https://www.biblio-globus.ru//product/10973236,https://static1.bgshop.ru/imagehandler.ashx?filename=10973236.jpg&width=400, Фейхтвангер Л.,Зал ожидания. Книга 3. Изгнание,"Париж, 1935 год. Композитор Зепп Траутвейн, отправившийся в изгнание после прихода к власти нацистов, сочиняет симфонию «Зал ожидания». Но после похищения немецкой полицией журналиста эмигрантской газеты Фридриха Беньямина Траутвейн вынужден занять его место. Теперь его оружие — слово, и он не собирается отступать до тех пор, пока Беньямин не окажется на свободе. Героический поступок или пустая трата сил? Лион Фейхтвангер, в 1933 году вынужденный покинуть родную Германию и объявленный на родине врагом нации, создал эпохальный роман, написанный изгнанником об изгнанниках, повествующий о тех, кто сражается, и тех, кто сдается. Законченный автором незадолго до начала войны в 1939 году, роман «Изгнание» завершает знаменитую трилогию Лиона Фейхтвангера «Зал ожидания».ХарактеристикиДополнительные сведения:Пер. ГоркинаМесто издания:МоскваСерия:Иностранная литература. Большие книгиВысота, см.:22Ширина, см:15Толщина, см:3,6Вес в граммах:830Возрастная категория:16+"
https://www.biblio-globus.ru//product/10973184,https://static1.bgshop.ru/imagehandler.ashx?filename=10973184.jpg&width=400, Тургенев И.С.,Отцы и дети,"Иван Сергеевич Тургенев (1818-1883) – удивительный, очень русский писатель, чей талант был признан и соотечественниками, и великими европейскими поэтами и прозаиками. «Острый и тонкий наблюдатель, точный до мелочей, он рисует своих героев как поэт и живописец. Ему одинаково интересны как их страсти, так и черты их лица… С большим искусством живописует он физическую и моральную сторону явлений, создавая реальные картины действительности…» – написал Проспер Мериме, автор «Кармен».   
Эта книга представляет важнейшие грани творчества И. С. Тургенева. В нее включены роман «Отцы и дети», повести и стихотворения в прозе.ХарактеристикиМесто издания:МоскваСерия:Магистраль. Главный трендВысота, см.:20Ширина, см:12,5Толщина, см:1,65Вес в граммах:305Возрастная категория:16+"
https://www.biblio-globus.ru//product/10973181,https://static1.bgshop.ru/imagehandler.ashx?filename=10973181.jpg&width=400, Остен Дж.,Нортенгерское аббатство (книга #25),"Джейн Остен (1775-1817)  — английская писательница, провозвестница реализма и основоположница «семейного романа». Ее книги покоряют безыскусной искренностью, простотой сюжета, глубиной психологического портрета героев и ироничным «английским» юмором. Во всех колледжах и университетах Великобритании ее романы обязательны для изучения. 
Остен родилась в семье священника, где бытовали совсем нечопорные нравы. Не получив почти никакого формального образования, много читала и уже в четырнадцать лет начала писать. При жизни ее книги публиковались анонимно, от лица некой «Леди». Помимо многочисленных экранизаций романов, и о жизни писательницы было снято несколько художественных фильмов.  
Кэтрин Морланд - главное действующее лицо ""Нортенгерского аббатства"", - юная девушка, начитавшаяся готических романов и живущая в своем особом, выдуманном мире, отправляется на модный курорт. Знакомство с Генри Тилни и вспыхнувшее к нему чувство помогают ей узнать реальную жизнь и обрести себя.ХарактеристикиМесто издания:МоскваСерия:Элегантная классикаВысота, см.:21,8Ширина, см:14,7Толщина, см:1,929Вес в граммах:370Возрастная категория:16+"
https://www.biblio-globus.ru//product/10972713,https://static1.bgshop.ru/imagehandler.ashx?filename=10972713.jpg&width=400, Булгаков М.А.,Мастер и Маргарита,"Роман «Мастер и Маргарита» настолько многослоен, что перечитывать его можно бесконечно, каждый раз открывая для себя все новые нюансы. Он погружает нас в атмосферу советской Москвы 1930-х годов, где, казалось бы, нет места ничему потустороннему. Однако именно ее обыкновенных обитателей ждет роковая встреча с Князем Тьмы. И пока одни персонажи ведутся на его дьявольские уловки, Маргарита делает все, чтобы спасти возлюбленного мастера: обращается ведьмой, мстит всем недоброжелателям, главенствует на сатанинском балу и получает в итоге желаемое. 
Ведь главная тема романа – это настоящая, верная и вечная любовь.ХарактеристикиМесто издания:МоскваСерия:Элегантная русская классикаВысота, см.:22Ширина, см:15Толщина, см:2,76Вес в граммах:498Возрастная категория:16+"
https://www.biblio-globus.ru//product/10968769,https://static1.bgshop.ru/imagehandler.ashx?filename=10968769.jpg&width=400, Бирс А.,Монах и дочь палача. Рассказы и притчи,"Сборник включает различные произведения Амброза Бирса (1842–1914), в США заслуженно снискавшего себе славу мастера «готической прозы». В своих текстах, мрачных и мистических, Бирс старался доводить описание ужасного до возможного предела. Его повесть «Монах и дочь палача» в переводе И. Бернштейн является вольным пересказом романа немецкого писателя Р. Фосса «Монах из Берхтесгадена». Помимо повести, в данное издание вошли более семи десятков коротких притч Бирса, а также двадцать три рассказа писателя. Издание сопровождается рисунками и буквицами художницы Татьяны Косач.К классикам американской литературы Амброз Бирс был причислен в середине ХХ века; к тому времени писателя давно не было в живых. Вероятно, он бы удивился, узнав, что славу ему принесли мрачные и пропитанные циничным взглядом на жизнь рассказы и повести в стиле «готической прозы». Около дюжины из них вошли в золотой фонд американской классики. Амброз писал их скорее для узкого круга почитателей, чем для широкой публики, которой Бирс был известен прежде всего как талантливый журналист, жестко бичевавший в конце XIX века пороки американского общества. Остатки юношеского романтизма Амброз утратил во время Гражданской войны, на которую он, выходец из бедной многодетной фермерской семьи, отправился добровольцем. Бирс прошел через все главные сражения, убедился в бессмысленности жертв и осел в Сан-Франциско. Возвращаться к прежним случайным заработкам не позволяла гордость - Бирс вышел в отставку в чине офицера. Найти свою, независимую дорогу в жизни помог талант сочинителя.У отца будущего писателя была неплохая библиотека - благодаря ей Амброз познакомился с литературной классикой. Позже он внес в нее свой вклад, став автором лаконичной новаторской прозы, которая оказала огромное влияние на развитие американской «темной литературы». Последователем Бирса на этом пути стал американский писатель Говард Филлипс Лавкрафт, чьи сочинения тоже полны ужасов, мистики и фатализма. Ими пропитана повесть Бирса «Монах и дочь палача», с которой начинается данный сборник. Она считается одной из вершин «готической литературы». В конце жизни обладавший неуживчивым и независимым характером писатель в каком-то смысле стал одним из своих героев-фаталистов. Бирс не захотел встречаться с немощной старостью. Достигнув возраста семидесяти лет, он пересек границу с охваченной революционным пламенем Мексикой. В ее огне он и сгинул без следа. Наверное, не просто так один из своих рассказов Бирс назвал «Без вести пропавший».Книга проиллюстрирована рисунками современной петербургской художницы Татьяны Косач. Она окончила исторический факультет Санкт-Петербургского государственного университета и является специалистом по искусству Средневековья. Ее иконописные и графические работы можно встретить в частных коллекциях любителей живописи в России, США, Италии и Франции. В серии «Библиотека мировой литературы» ее иллюстрации украшают романы «Американская трагедия» , «Финансист», «Титан», «Стоик» Теодора Драйзера, «Доктор Живаго» Бориса Леонидовича Пастернака и «Белая гвардия» Михаила Афанасьевича Булгакова.ХарактеристикиМесто издания:Санкт-ПетербургСерия:Библиотека мировой литературыВысота, см.:25Ширина, см:18Толщина, см:2,5Вес в граммах:600Возрастная категория:16+"
https://www.biblio-globus.ru//product/10972456,https://static1.bgshop.ru/imagehandler.ashx?filename=10972456.jpg&width=400, Сартр Ж.П.,Ставок больше нет,"Роман-пьеса «Ставок больше нет» был написан Сартром еще в 1943 году, но опубликован только по окончании войны, в 1947 году. 
В длинной очереди в кабинет, где решаются в загробном мире посмертные судьбы, сталкиваются двое – прекрасная женщина, отравленная мужем ради наследства, и молодой революционер, застреленный предателем.  Сталкиваются, начинают говорить, чтобы избавиться от скуки ожидания, и… успевают полюбить друг друга настолько сильно, что неожиданно получают второй шанс на возвращение в мир живых, ведь в бумаги «небесной бюрократии» вкралась ошибка – эти двое, предназначенные друг для друга, так и не встретились при жизни. 
Но есть условие – за одни лишь сутки влюбленные должны найти друг друга на земле, иначе они вернутся в загробный мир уже навеки…ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классика (Лучшее)Высота, см.:18,8Ширина, см:12,4Толщина, см:1,321Вес в граммах:203Возрастная категория:16+"
https://www.biblio-globus.ru//product/10968569,https://static1.bgshop.ru/imagehandler.ashx?filename=10968569.jpg&width=400, Чехов А.П.,Чайка,"Пьесы великого русского писателя А.П. Чехова входят в золотой фонд мировой драматургии, более ста лет ставятся звездами режиссуры на сценах ведущих театров мира. В настоящее издание включены лучшие пьесы писателя, а также рассказы, тематически связанные с миром театра. Сборник дополнен приложениями, включающими краткую историю создания произведений и очерк классика отечественной театральной режиссуры, одного из основателей Московского Художественного Театра К.С. Станиславского, посвященный истории постановок чеховских пьес в Художественном театре.
Книга предназначена для самого широкого круга читателей, интересующихся русской классической литературой и театральным искусством.ХарактеристикиМесто издания:МоскваСерия:Русская культураВысота, см.:20,3Ширина, см:14,7Толщина, см:2,5Вес в граммах:470Возрастная категория:16+"
